,S118,S121,S126,S127,S137,S141,S143,S146,S153,S155,S158,S187,S193,S194,S195,S198,S205,S224,S225,S231,S235,S244,S248,S258,S263,S264,S268,S269,S286,S288,S297,S334,S344,S353,S365,S370,S378,S380,S381,S389,S398,S421,S422,S424,S434,S436,S439,S446,S451,S456,S458,S462,S463,S468,S470,S475,S476,S478,S479,S483,S484,S495,S497,S517,S524,S526,S529,S53,S530,S536,S543,S550,S551,S552,S561,S563,S577,S58,S584,S587,S589,S59,S591,S598,S602,S604,S614,S617,S618,S628,S643,S655,S77,S80,S88,S92
s__Anaerostipes_hadrus,21507,5328,5898,6969,36529,81501,39076,428,18876,133048,17664,8367,58583,3506,189432,35646,18500,20271,29951,34311,15708,4195,8086,26889,679133,10453,133723,3236,10668,4307,99992,34281,84417,19756,15997,4894,56317,41891,53427,19073,20252,35073,47686,70808,7059,1245,97646,8872,783091,145039,111169,13342,656,26491,10643,4532,35646,68485,6420,6325,23031,51314,34071,80296,34566,132404,44681,120027,26492,75232,41729,149,583412,9543,135634,123437,14827,1897,285804,106228,7085,91265,72090,926,436234,373135,38260,1404,40704,116804,14507,3348,33372,3067,789,5531
s__Lachnospiraceae_bacterium_3_1_57FAA_CT1,0,0,0,0,39,0,116,521,0,4316,6410,116,3575,0,65439,0,10578,4456,0,19949,3023,4557,18798,5103,235093,0,116,7451,4447,7666,0,10195,5103,0,5970,0,2279,0,810,9658,10511,1986,13446,17839,2472,0,117277,4064,339028,14971,0,0,1986,0,0,0,0,1163,0,2095,3115,31952,0,78,39,40622,78,0,0,8385,1986,3189,232,0,11117,9662,0,567051,1922,0,0,5383,3651,0,232,2748,21466,3575,855,0,0,2116,0,32490,6028,1922
s__Clostridium_sp_KLE_1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154395,0,0,0,0,220254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacterium_ramulus,99468,143928,113996,37139,35256,236094,92141,9077,226327,107271,46722,135705,33178,99984,216353,61584,10880,18716,16410,11302,269946,137944,2044,568511,230764,68500,70482,391029,12020,341019,25969,138329,46722,239006,1011,44062,31768,118580,47189,177708,137559,7313,470220,15102,656418,207112,10880,128641,84427,758328,48647,185459,355745,12648,31997,19075,382942,57238,275368,393879,181630,442536,216743,68787,187432,83488,267142,43360,34951,198725,314638,10380,380223,366,78171,159754,24504,56875,175751,26541,309128,166556,140419,4708,96062,500142,129499,35613,107271,13248,52153,35711,87301,11092,13306,255486
s__Eubacterium_rectale,153779,1320076,501696,106361,113062,622077,5194651,1456672,3539467,3586823,7954929,947394,168071,81992,11917579,5217851,1237895,1173812,1355388,100036,268,8164463,2557900,3298428,2460,2504485,4899278,1771572,275380,3836392,60372,4740540,1406183,5798363,11661,1836969,398734,1962568,941287,49456,2098525,5184704,8698124,253932,6320,5413219,7402321,1542351,456488,89461,1867982,478497,8072410,1739814,63902,560498,1110968,5601084,1014278,272872,210,132238,4002,9290578,5027702,1596,16467091,2736762,1633816,6151602,14842,1010527,2040888,500992,6348329,2885453,163833,175697,689038,577853,3101757,86276,1841,3824352,4876836,2758487,2529920,130247,6192599,501696,138127,2409425,2149,2303742,136813,2804560
s__Roseburia_intestinalis,142980,137958,5349,19769,8374,126975,21850,1427769,501887,9744,260433,344127,87588,771187,279549,5076,484818,123257,148816,6374,64853,1374545,63499,60239,3315,31158,3748343,361268,40067,33197,102301,629,16075,414202,32101,5401,122750,12081,90506,13400,964,3071612,3054,116558,69468,57904,732111,78093,72746,947737,321844,9611,7567,29445,35463,15136,1116383,1218801,218488,6341212,1009973,129061,53207,5935,402834,22064,128390,23286,102301,51611,100588,44875,591382,53207,39036,47920,127880,12027,44230,43051,999237,841577,101746,230156,2130453,89047,147751,37188,83062,247662,23559,184252,9930,9707,29540,230320
s__Roseburia_inulinivorans,83517,57267,86410,492070,2370,351039,197049,210709,416855,172750,185102,71505,213047,273385,154273,268407,383396,37904,44609,5282,125640,175510,32367,78530,34976,87106,146557,76372,20367,207916,86704,18973,132514,561802,763,18637,408178,51087,506100,102509,12030,70880,156461,25627,5488,12565,132514,827863,14186,93692,516990,53726,94862,67047,79196,91555,1341738,151778,119874,536888,121687,516000,155985,1606986,124214,15320,136479,698518,8264,92865,245962,21441,382914,5378,93013,155634,90133,34976,68637,11272,174302,97619,1810761,35527,2183252,144709,231703,21956,85454,93692,12915,97342,825267,58975,66427,999448
s__Roseburia_hominis,183414,29713,157403,79832,2265,53586,6127,15878,127457,145067,343361,222692,192114,45656,456564,89213,6379,291264,51042,95506,58432,6037,25174,513225,65238,13250,90448,141096,34292,702367,6256,48826,19203,99983,12310,10109,63008,99327,125041,20310,817881,224777,1495222,86108,75184,363005,273581,32094,16110,1876776,51376,38132,2428,44668,1991,43274,887708,12255,181441,1418759,208629,86108,65238,78465,211347,156111,65849,1760,400183,2584,892240,25796,90843,56173,349651,94766,201867,181590,908596,145330,57636,557780,773337,453140,17390,38897,59229,22920,31935,127017,3257,2961,116259,89213,17220,26419
s__Marvinbryantia_formatexigens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18598,0,0,0,0,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4110,0,0,0
s__Blautia_producta,0,0,0,0,0,0,0,0,0,0,971,0,0,0,0,0,48825,0,0,0,8228,11437,0,394,63611,0,0,0,0,604,0,0,8363,0,0,1565,0,0,0,0,693,6108,0,0,4634,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7225,0,0,0,0,1891,0,0,0,0,0,0,0,0,0,0,17341,0,0,0,0,0,0,0,0,0,0
s__Blautia_hansenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13899,0,0,0,0,0,0,0,0,0,0
s__Lachnospiraceae_bacterium_6_1_63FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,0,0,0,0,0,0,0,956,0,0,0,0,0,1599,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73897,0,0,0,0,0,0,0,0,0,0
s__Blautia_hydrogenotrophica,0,320,0,0,0,2610,5581,0,4225,0,77165,0,0,0,0,0,24127,0,2530,0,0,0,5950,23731,0,0,0,0,0,0,0,2470,2470,0,0,42172,0,0,0,0,0,11980,0,11628,77899,0,30199,0,0,0,0,0,0,0,0,0,0,0,1071,0,20061,7668,0,0,0,18986,71238,0,1823,26575,320,0,26141,0,7065,4243,0,143,0,0,0,0,588,0,63014,0,4805,0,8328,0,0,6919,0,0,0,68492
s__Ruminococcus_obeum,190968,274969,112493,286616,53286,301254,472668,546585,371571,521625,759620,207305,170052,100900,239270,268399,66412,81556,573483,1401903,233118,153290,138880,313131,173972,145952,342379,460956,102668,312276,126067,367183,182693,518422,137783,199322,212484,991477,273964,857944,110879,1463599,1113154,539823,2594228,147641,296864,135320,605048,1661840,558097,97625,742258,218247,162836,132416,500571,564186,458696,1151755,551373,787380,706944,171111,576724,805814,1071319,182221,1231187,518870,699691,70443,1638451,370020,964251,435460,254518,420410,481438,509556,467991,172833,223398,157829,669500,219756,510003,127564,463601,177757,119736,106507,490581,218104,495893,743706
s__Ruminococcus_sp_5_1_39BFAA,698337,653432,319683,260372,283047,1404370,150103,332602,635114,568662,731694,936683,259041,289576,2884998,497163,3469415,149393,357045,148958,1391562,688411,421145,4477162,274263,635114,574194,1834989,124044,2050639,100153,1185765,2256810,671529,74479,560924,157490,656983,92304,682648,670456,3257507,1795885,1050861,4895030,1070905,3590945,516457,315331,5289987,398053,260372,316742,662857,262711,885040,473108,669352,2236045,1942863,1257267,1918054,274263,246205,2289430,1240191,1526570,1144701,863104,1905362,1578875,1505885,2808155,285484,5741680,1692758,862288,255371,2016234,461171,1118797,262560,2886258,322625,2169822,5466953,1394035,289576,224356,574194,353688,467729,850801,165454,291831,1780176
s__Ruminococcus_sp_JC304,0,0,0,0,0,0,0,0,148570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368972,0,0,0,0,0,0,156075,0,0,0,0,0,0,0,0,0,0,0,85898,0,192933,0,0,0,0,0,0,0,143895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_nexile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344,11617,0,0,0,511170,0,0,0,0,0,0,0,0,0,0,0,0,0,3831,0,0,0,0,0,0,0,0,0,0,0,2451,0,607942,0,0,0,0,376,0,0,0,0,0,392917,0,0,0,41143,0,0,0,0,0,0,0,0,0,0,0,5785,0,0,0,0,0,0,1074,0,14162,0,0,0,0,0,0,0,44462,0
s__Lachnospiraceae_bacterium_2_1_46FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lachnospiraceae_bacterium_9_1_43BFAA,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,3593,0,0,0,0,0,0,0,0,0,0,2535,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,153,0,0,1567
s__Lachnospiraceae_bacterium_4_1_37FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Coprococcus_comes,58660,281024,148430,210698,121254,446129,23751,310662,578139,424167,159596,746174,260097,252548,460024,486510,418762,64971,464194,29385,148782,267885,540156,647893,53377,193886,303232,401159,233886,487739,147711,367084,229388,656478,24583,294634,449861,234673,380761,704574,85472,268952,1038442,67318,150995,204474,69647,67308,332344,157453,417990,489358,304686,546976,37675,66395,612728,326290,551122,586469,319152,1326540,886517,260071,815541,416629,1140058,127613,840446,145857,459288,1334,1015073,168139,436366,81883,61379,293959,378233,227405,2386965,397088,553969,107989,1096468,187327,283082,106107,175410,173772,163789,110044,503395,286037,259698,293884
s__Dorea_longicatena,623343,855614,163956,554154,136848,363380,128346,427855,929822,391574,399021,234316,168439,177233,91213,813492,281567,304259,359648,3753,168726,788380,944910,130687,169013,306801,559825,626094,113396,24974,291407,787778,401004,1160865,7261,40851,426278,1587048,358424,412421,691431,1519916,745706,570055,299059,15294,33269,277386,139391,174057,1715772,223158,836917,453062,204948,96214,731044,1474433,3077088,1489539,1054679,488358,1403362,589107,888622,636869,1087792,137598,837533,2404181,303452,206931,1352121,228053,406712,850533,112204,916794,590076,378397,888762,1304569,331550,161782,1033678,362402,72816,154750,277286,26858,96558,200732,238471,207494,714126,277014
s__Dorea_formicigenerans,225630,155673,68962,147635,25894,103935,214013,93999,372073,147108,289599,185810,67503,126679,629715,122372,414637,50768,145800,257727,233488,76493,324787,216636,128002,107527,165488,117982,24023,169421,53640,120835,250918,45399,38745,73252,35774,168094,127112,228456,83226,956199,163952,574694,526278,119399,498512,198370,478516,514606,167739,290340,194548,172660,37764,147252,327083,382103,419014,236025,371856,608378,309449,121715,272151,522221,451321,337641,279211,686508,377257,58882,562574,28457,565025,484186,100280,243955,294834,144201,413083,212653,266113,100166,192422,299965,127952,26544,52674,52740,28102,27222,125379,69073,180726,528636
s__Clostridium_hylemonae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_scindens,0,0,0,0,0,0,0,0,0,1412,0,0,1834,0,5046,0,0,0,0,5821,0,1943,0,0,1033,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,1072,0,651,5720,0,0,3027,0,2375,900,0,1769,0,0,0,0,0,0,0,1911,0,0,0,0,459,792,0,0,0,1058,0,248,0,0,107,0,0,161,5478,942,0,0,0,0,0,0,0,191,0,840,0,0,0,0,300,0
s__Lachnospiraceae_bacterium_5_1_57FAA,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,9176,0,6585,0,0,8980,0,0,1218,0,175,0,119,0,0,0,479,0,0,0,0,5374,0,0,1428,0,0,80649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4040,0,0,0,5448,0,2440,0,0,0,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Ruminococcus_lactaris,68857,52603,685719,348531,10269,175,33026,84919,265873,211420,0,263021,63248,142460,417105,351,185515,292027,425671,51289,887983,11044,0,1281264,247,81429,15571,273147,175,47594,33026,4348,0,161353,5778,23638,50819,81429,175,0,121256,0,351,4348,0,600558,0,71230,14250,79056,105022,50819,20098,83174,86018,9557,351,53427,415721,440620,0,716079,247,477675,20098,751,10269,872901,81429,11044,0,0,518710,251069,0,42814,299044,183231,528854,379652,19115,84919,79414,115,962390,0,487033,72882,85813,53614,145387,33026,1010004,79772,118610,495080
s__Lachnospiraceae_bacterium_1_1_57FAA,76939,4491,0,17446,0,687459,1441,388610,81628,6302,0,23465,0,5896,34323,14796,0,11793,9722,34451,60697,0,0,1359648,90253,32673,1441,54292,7959,0,4808,395406,11793,1441,21467,0,136066,8920,7398,56363,7200,33267,14796,0,31142,0,54744,14136,398757,60276,27091,405653,0,8920,9722,0,293903,169105,4491,29223,26776,28559,7398,0,0,14279,0,0,4491,22099,65163,0,1074656,58136,0,6383,302067,31670,2882,9936,320828,4491,254470,0,2404,0,438706,0,2882,0,0,0,17446,0,31173,0
s__Lachnospiraceae_bacterium_8_1_57FAA,0,0,85634,69824,70226,0,0,0,0,0,0,0,132996,0,0,12438,0,23586,0,0,0,0,245537,0,0,0,0,0,42827,32305,22400,0,161381,131160,0,0,0,10765,0,0,65082,0,0,0,0,0,0,0,0,0,0,0,0,7460,0,0,0,0,270519,0,0,0,83968,182231,0,0,0,0,0,0,0,27945,0,0,0,0,0,0,0,0,0,115968,0,0,0,213886,0,0,519693,130535,24722,0,0,0,0,0
s__Ruminococcus_torques,159847,325652,295309,268390,206506,325353,221826,398722,770024,645903,1124747,289201,261725,548193,1133209,400471,793929,150852,524416,388828,487233,690531,158290,1079010,567592,143101,323018,347531,145727,934787,210785,235083,783025,289266,376295,572632,229207,422581,519263,1390953,109610,986335,1100772,1509013,1867668,1067158,2263986,320487,1119522,1137227,638869,470741,648997,296085,85229,219204,820431,477145,622811,1477743,681087,3415531,307700,427016,560265,2042753,762523,575172,511966,2773153,872660,584599,1156242,440684,3660101,768111,327919,2662158,632263,332409,410732,134613,864464,270572,1030660,1122194,709446,118176,141792,172734,101776,194878,396042,205211,1643648,637351
s__Lachnospiraceae_bacterium_3_1_46FAA,49891,292303,20144,20437,7149,1129,50483,6425,187170,44375,27770,251881,22922,153145,69917,12708,152025,102161,30518,163064,24766,29288,260890,18026,172145,27770,54321,41607,2267,27143,21088,13230,9816,16288,7879,6514,745,16083,14395,722439,12270,2243,618962,27947,83512,5937,317698,24299,20334,103670,16941,16537,27947,269586,25700,29481,19827,11235,27669,12749,156403,32066,49822,2911,9816,176357,145235,45202,12243,73426,40268,17146,361553,33126,36228,50036,15724,40390,126730,119109,19827,54939,172538,16763,584089,2129,29705,2597,31304,20144,1509,6700,112752,52637,11859,4259
s__Lachnospiraceae_bacterium_2_1_58FAA,4391,0,50879,0,0,0,0,2117,5248,10531,0,0,0,0,0,0,0,0,0,5432,2570,432,0,864,630,0,0,20445,0,0,0,4454,9453,0,306,0,0,82980,1373,0,996,2227,0,344,32417,0,0,0,0,13216,0,0,17657,0,0,0,3714,113974,0,455772,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,19177,0,0,0,0,266965,0,612,0,0,0,0,11943,0,0,3412
s__Ruminococcus_gnavus,1733,0,3466,0,2301,1398,0,1255903,1393,179920,54408,0,0,0,3382,0,47895,0,11436,0,18382,52530,0,10339,720,0,58,354944,10369,19812,672,6961,69543,0,1875,4922,40415,720,3848840,19894,7630,276248,117,3466,192701,0,298014,394,845,0,0,1137,720,360,0,0,1398,750372,360,7566,26990,3240,0,0,360,8302,16503,0,948,0,0,27306,25703,0,356186,0,0,5349,0,834,53866,0,5718,474,13676,1035284,50320,0,0,0,0,2861,0,19655,0,20993
s__Lachnospiraceae_bacterium_1_4_56FAA,0,0,0,0,0,0,0,0,1078,0,25735,0,0,0,39556,0,85076,0,0,0,3489,38380,1561,1071,0,0,0,13341,780,13477,0,0,2112,0,0,0,0,0,0,2440,2112,19447,0,1058,130343,0,75766,0,7547,7999,0,0,1071,0,0,0,0,0,0,0,0,11217,0,0,0,27653,5003,0,180,65767,1078,9329,19735,0,42899,1561,0,6665,0,0,19316,0,14262,0,4018,88312,6978,0,0,0,0,0,0,0,0,7962
s__Clostridium_perfringens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_celatum,0,0,0,0,0,0,0,0,447,8075,0,0,0,0,0,32472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4056,0,0,7362,0,0,0,0,0,0,0,0,0,0,0,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Peptostreptococcus_stomatis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Peptostreptococcus_anaerobius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_bartlettii,6598,54626,85752,110366,43203,1818,13579,889560,113848,408899,10074,208832,261279,8395,547699,156107,47802,193173,1359,93489,5102,47402,2054,4933,26487,149349,26429,60934,57706,21133,3636,66531,8501,1161084,23373,1181,325736,26487,362229,1027,67824,123157,52971,11647,4209,2499,121097,81668,162527,0,8558,605465,2054,42942,3636,29482,26429,106912,13477,3639,0,9122,91240,143901,4933,331291,4527,0,155682,13477,0,7248,393944,5993,67706,5261,18551,168454,20633,51935,518689,163605,5102,42633,7195,0,5996,8395,20633,4933,56274,0,2104,28708,43203,0
s__Clostridium_glycolicum,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Finegoldia_magna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Parvimonas_micra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Anaerococcus_lactolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Anaerococcus_prevotii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Anaerococcus_tetradius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Anaerococcus_hydrogenalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Anaerococcus_vaginalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6542,0,0,0,0,0,0,0,0,0,0,0,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Anaerococcus_obesiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Peptoniphilus_lacrimalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Peptoniphilus_harei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,3401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Anaerofustis_stercorihominis,0,0,0,0,0,0,0,0,0,0,381,0,0,0,11114,0,0,0,0,1219,0,0,0,0,0,0,0,8146,0,0,0,0,0,0,0,0,0,0,0,0,0,3637,4080,3161,0,0,0,0,7547,0,0,0,0,0,0,0,0,0,1249,0,0,0,0,0,0,28424,4964,0,0,4029,0,0,0,0,5751,8551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacterium_limosum,0,0,0,0,0,0,0,0,0,0,3042,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,0,0,0,0,4861,4192,3268,0,0,0,0,0,0,2547,0,24689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0
s__Eubacterium_infirmum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacterium_brachy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,359,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Fusobacterium_ulcerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Fusobacterium_nucleatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
